"symbol"	"ensembl"	"entrezgeneid"	"human_mirbase_id"	"human_mirbase_name"	"name"	"chr"	"strand"
"239"	"MIR1226"	"ENSG00000221585"	100302232	"MIMAT0005577"	"hsa-miR-1226-3p"	"microRNA 1226"	"chr3"	"+"
"240"	"MIR1226"	"ENSG00000221585"	100302232	"MI0006313"	"hsa-mir-1226"	"microRNA 1226"	"chr3"	"+"
"241"	"MIR1226"	"ENSG00000221585"	100302232	"MIMAT0005576"	"hsa-miR-1226-5p"	"microRNA 1226"	"chr3"	"+"
"242"	"MIR1227"	"ENSG00000221411"	100302283	"MIMAT0022941"	"hsa-miR-1227-5p"	"microRNA 1227"	"chr19"	"-"
"243"	"MIR1227"	"ENSG00000221411"	100302283	"MIMAT0005580"	"hsa-miR-1227-3p"	"microRNA 1227"	"chr19"	"-"
"244"	"MIR1227"	"ENSG00000221411"	100302283	"MI0006316"	"hsa-mir-1227"	"microRNA 1227"	"chr19"	"-"
"245"	"MIR1228"	"ENSG00000221365"	100302201	"MI0006318"	"hsa-mir-1228"	"microRNA 1228"	"chr12"	"+"
"246"	"MIR1228"	"ENSG00000221365"	100302201	"MIMAT0005583"	"hsa-miR-1228-3p"	"microRNA 1228"	"chr12"	"+"
"247"	"MIR1228"	"ENSG00000221365"	100302201	"MIMAT0005582"	"hsa-miR-1228-5p"	"microRNA 1228"	"chr12"	"+"
"248"	"MIR1229"	"ENSG00000221394"	100302156	"MI0006319"	"hsa-mir-1229"	"microRNA 1229"	NA	NA
"249"	"MIR1229"	"ENSG00000221394"	100302156	"MIMAT0005584"	"hsa-miR-1229-3p"	"microRNA 1229"	NA	NA
"250"	"MIR1229"	"ENSG00000221394"	100302156	"MIMAT0022942"	"hsa-miR-1229-5p"	"microRNA 1229"	NA	NA
"251"	NA	NA	NA	"MI0017383"	"hsa-mir-122b"	NA	NA	NA
"252"	NA	NA	NA	"MIMAT0019877"	"hsa-miR-122b-3p"	NA	NA	NA
"253"	NA	NA	NA	"MIMAT0019876"	"hsa-miR-122b-5p"	NA	NA	NA
"254"	"MIR1231"	"ENSG00000221028"	100302158	"MI0006321"	"hsa-mir-1231"	"microRNA 1231"	"chr1"	"+"
"255"	"MIR1231"	"ENSG00000221028"	100302158	"MIMAT0005586"	"hsa-miR-1231"	"microRNA 1231"	"chr1"	"+"
"258"	NA	NA	NA	"MIMAT0005588"	"hsa-miR-1233-3p"	NA	NA	NA
"259"	NA	NA	NA	"MIMAT0005588_1"	"hsa-miR-1233-3p"	NA	NA	NA
"260"	NA	NA	NA	"MIMAT0022943"	"hsa-miR-1233-5p"	NA	NA	NA
"261"	NA	NA	NA	"MIMAT0022943_1"	"hsa-miR-1233-5p"	NA	NA	NA
"262"	"MIR1233-1"	"ENSG00000221649"	100302160	"MI0006323"	"hsa-mir-1233-1"	"microRNA 1233-1"	"chr15"	"-"
"263"	"MIR1233-2"	"ENSG00000221065"	100422845	"MI0015973"	"hsa-mir-1233-2"	"microRNA 1233-2"	NA	NA
"264"	"MIR1234"	"ENSG00000284139"	100302196	"MI0006324"	"hsa-mir-1234"	"microRNA 1234"	NA	NA
"265"	"MIR1234"	"ENSG00000284139"	100302196	"MIMAT0005589"	"hsa-miR-1234-3p"	"microRNA 1234"	NA	NA
"266"	"MIR1236"	"ENSG00000284446"	100302242	"MIMAT0005591"	"hsa-miR-1236-3p"	"microRNA 1236"	"chr6"	"-"
"267"	"MIR1236"	"ENSG00000284446"	100302242	"MIMAT0022945"	"hsa-miR-1236-5p"	"microRNA 1236"	"chr6"	"-"
"268"	"MIR1236"	"ENSG00000284446"	100302242	"MI0006326"	"hsa-mir-1236"	"microRNA 1236"	"chr6"	"-"
"269"	"MIR1237"	"ENSG00000221273"	100302280	"MIMAT0005592"	"hsa-miR-1237-3p"	"microRNA 1237"	"chr11"	"+"
"270"	"MIR1237"	"ENSG00000221273"	100302280	"MI0006327"	"hsa-mir-1237"	"microRNA 1237"	"chr11"	"+"
"271"	"MIR1237"	"ENSG00000221273"	100302280	"MIMAT0022946"	"hsa-miR-1237-5p"	"microRNA 1237"	"chr11"	"+"
"272"	"MIR1238"	"ENSG00000221410"	100302226	"MIMAT0005593"	"hsa-miR-1238-3p"	"microRNA 1238"	"chr19"	"+"
"273"	"MIR1238"	"ENSG00000221410"	100302226	"MIMAT0022947"	"hsa-miR-1238-5p"	"microRNA 1238"	"chr19"	"+"
"274"	"MIR1238"	"ENSG00000221410"	100302226	"MI0006328"	"hsa-mir-1238"	"microRNA 1238"	"chr19"	"+"
"275"	NA	NA	NA	"MIMAT0004591_1"	"hsa-miR-124-5p"	NA	NA	NA
"276"	NA	NA	NA	"MIMAT0004591_2"	"hsa-miR-124-5p"	NA	NA	NA
"277"	NA	NA	NA	"MIMAT0000422_1"	"hsa-miR-124-3p"	NA	NA	NA
"278"	NA	NA	NA	"MIMAT0000422_2"	"hsa-miR-124-3p"	NA	NA	NA
"279"	NA	NA	NA	"MIMAT0000422"	"hsa-miR-124-3p"	NA	NA	NA
"280"	NA	NA	NA	"MIMAT0004591"	"hsa-miR-124-5p"	NA	NA	NA
"281"	"MIR124-1"	"ENSG00000284321"	406907	"MI0000443"	"hsa-mir-124-1"	"microRNA 124-1"	NA	NA
"282"	"MIR124-2"	"ENSG00000207816"	406908	"MI0000444"	"hsa-mir-124-2"	"microRNA 124-2"	"chr8"	"+"
"283"	"MIR124-2HG"	"ENSG00000254377"	100130155	"MI0000444"	"hsa-mir-124-2"	"MIR124-2 host gene"	"chr8"	"+"
"284"	"MIR124-3"	"ENSG00000207598"	406909	"MI0000445"	"hsa-mir-124-3"	"microRNA 124-3"	"chr20"	"+"
"285"	"MIR1243"	"ENSG00000283193"	100302188	"MIMAT0005894"	"hsa-miR-1243"	"microRNA 1243"	"chr4"	"+"
"286"	"MIR1243"	"ENSG00000283193"	100302188	"MI0006373"	"hsa-mir-1243"	"microRNA 1243"	"chr4"	"+"
"287"	NA	NA	NA	"MIMAT0005896"	"hsa-miR-1244"	NA	NA	NA
"288"	NA	NA	NA	"MIMAT0005896_1"	"hsa-miR-1244"	NA	NA	NA
"289"	NA	NA	NA	"MIMAT0005896_2"	"hsa-miR-1244"	NA	NA	NA
"290"	NA	NA	NA	"MIMAT0005896_3"	"hsa-miR-1244"	NA	NA	NA
"291"	"MIR1244-1"	"ENSG00000284378"	100302285	"MI0006379"	"hsa-mir-1244-1"	"microRNA 1244-1"	NA	NA
"292"	"MIR1244-2"	"ENSG00000283498"	100422885	"MI0015974"	"hsa-mir-1244-2"	"microRNA 1244-2"	NA	NA
"293"	"MIR1244-3"	"ENSG00000283429"	100422872	"MI0015975"	"hsa-mir-1244-3"	"microRNA 1244-3"	NA	NA
"294"	"MIR1244-4"	"ENSG00000283475"	103504734	"MI0031511"	"hsa-mir-1244-4"	"microRNA 1244-4"	NA	NA
"295"	NA	NA	NA	"MI0006380"	"hsa-mir-1245a"	NA	NA	NA
"296"	NA	NA	NA	"MIMAT0005897"	"hsa-miR-1245a"	NA	NA	NA
"297"	"MIR1245A"	"ENSG00000221502"	100302219	NA	NA	"microRNA 1245a"	"chr2"	"+"
"298"	NA	NA	NA	"MI0017431"	"hsa-mir-1245b"	NA	NA	NA
"299"	NA	NA	NA	"MIMAT0019950"	"hsa-miR-1245b-5p"	NA	NA	NA
"300"	NA	NA	NA	"MIMAT0019951"	"hsa-miR-1245b-3p"	NA	NA	NA
"301"	"MIR1245B"	"ENSG00000283238"	100616324	NA	NA	"microRNA 1245b"	"chr2"	"-"
"302"	"MIR1246"	"ENSG00000283203"	100302142	"MIMAT0005898"	"hsa-miR-1246"	"microRNA 1246"	"chr2"	"-"
"303"	"MIR1246"	"ENSG00000283203"	100302142	"MI0006381"	"hsa-mir-1246"	"microRNA 1246"	"chr2"	"-"
"304"	"MIR1247"	"ENSG00000283857"	100302145	"MIMAT0005899"	"hsa-miR-1247-5p"	"microRNA 1247"	"chr14"	"-"
"305"	"MIR1247"	"ENSG00000283857"	100302145	"MIMAT0022721"	"hsa-miR-1247-3p"	"microRNA 1247"	"chr14"	"-"
"306"	"MIR1247"	"ENSG00000283857"	100302145	"MI0006382"	"hsa-mir-1247"	"microRNA 1247"	"chr14"	"-"
"307"	"MIR1248"	"ENSG00000283958"	100302143	"MIMAT0005900"	"hsa-miR-1248"	"microRNA 1248"	"chr3"	"+"
"308"	"MIR1248"	"ENSG00000283958"	100302143	"MI0006383"	"hsa-mir-1248"	"microRNA 1248"	"chr3"	"+"
"309"	"MIR1249"	"ENSG00000221598"	100302149	"MIMAT0005901"	"hsa-miR-1249-3p"	"microRNA 1249"	"chr22"	"-"
"310"	"MIR1249"	"ENSG00000221598"	100302149	"MI0006384"	"hsa-mir-1249"	"microRNA 1249"	"chr22"	"-"
"311"	"MIR1249"	"ENSG00000221598"	100302149	"MIMAT0032029"	"hsa-miR-1249-5p"	"microRNA 1249"	"chr22"	"-"
"312"	"MIR1250"	"ENSG00000221025"	100302229	"MIMAT0026740"	"hsa-miR-1250-3p"	"microRNA 1250"	"chr17"	"-"
"313"	"MIR1250"	"ENSG00000221025"	100302229	"MIMAT0005902"	"hsa-miR-1250-5p"	"microRNA 1250"	"chr17"	"-"
"314"	"MIR1250"	"ENSG00000221025"	100302229	"MI0006385"	"hsa-mir-1250"	"microRNA 1250"	"chr17"	"-"
"315"	"MIR1251"	"ENSG00000221479"	100302289	"MI0006386"	"hsa-mir-1251"	"microRNA 1251"	"chr12"	"+"
"316"	"MIR1251"	"ENSG00000221479"	100302289	"MIMAT0026741"	"hsa-miR-1251-3p"	"microRNA 1251"	"chr12"	"+"
"317"	"MIR1251"	"ENSG00000221479"	100302289	"MIMAT0005903"	"hsa-miR-1251-5p"	"microRNA 1251"	"chr12"	"+"
"318"	"MIR1252"	"ENSG00000221788"	100302136	"MI0006434"	"hsa-mir-1252"	"microRNA 1252"	"chr12"	"+"
"319"	"MIR1252"	"ENSG00000221788"	100302136	"MIMAT0026744"	"hsa-miR-1252-3p"	"microRNA 1252"	"chr12"	"+"
"320"	"MIR1252"	"ENSG00000221788"	100302136	"MIMAT0005944"	"hsa-miR-1252-5p"	"microRNA 1252"	"chr12"	"+"
"321"	"MIR1253"	"ENSG00000221200"	100302208	"MI0006387"	"hsa-mir-1253"	"microRNA 1253"	"chr17"	"-"
"322"	"MIR1253"	"ENSG00000221200"	100302208	"MIMAT0005904"	"hsa-miR-1253"	"microRNA 1253"	"chr17"	"-"
"323"	NA	NA	NA	"MI0006389"	"hsa-mir-1255a"	NA	NA	NA
"324"	NA	NA	NA	"MIMAT0005906"	"hsa-miR-1255a"	NA	NA	NA
"325"	"MIR1255A"	"ENSG00000221265"	100302193	NA	NA	"microRNA 1255a"	"chr4"	"-"
"326"	NA	NA	NA	"MIMAT0005945"	"hsa-miR-1255b-5p"	NA	NA	NA
"327"	NA	NA	NA	"MIMAT0005945_1"	"hsa-miR-1255b-5p"	NA	NA	NA
"328"	NA	NA	NA	"MI0006435"	"hsa-mir-1255b-1"	NA	NA	NA
"329"	NA	NA	NA	"MIMAT0022725"	"hsa-miR-1255b-2-3p"	NA	NA	NA
"330"	NA	NA	NA	"MI0006436"	"hsa-mir-1255b-2"	NA	NA	NA
"331"	"MIR1255B1"	"ENSG00000283207"	100313806	NA	NA	"microRNA 1255b-1"	"chr4"	"-"
"332"	"MIR1255B2"	"ENSG00000221545"	100313835	NA	NA	"microRNA 1255b-2"	"chr1"	"+"
"335"	"MIR1256"	"ENSG00000221808"	100302155	"MI0006390"	"hsa-mir-1256"	"microRNA 1256"	"chr1"	"-"
"336"	"MIR1256"	"ENSG00000221808"	100302155	"MIMAT0005907"	"hsa-miR-1256"	"microRNA 1256"	"chr1"	"-"
"339"	"MIR1257"	"ENSG00000284193"	100302168	"MI0006391"	"hsa-mir-1257"	"microRNA 1257"	"chr20"	"-"
"340"	"MIR1257"	"ENSG00000284193"	100302168	"MIMAT0005908"	"hsa-miR-1257"	"microRNA 1257"	"chr20"	"-"
"341"	"MIR1258"	"ENSG00000221240"	100302172	"MI0006392"	"hsa-mir-1258"	"microRNA 1258"	"chr2"	"-"
"342"	"MIR1258"	"ENSG00000221240"	100302172	"MIMAT0005909"	"hsa-miR-1258"	"microRNA 1258"	"chr2"	"-"
"343"	NA	NA	NA	"MIMAT0004602"	"hsa-miR-125a-3p"	NA	NA	NA
"344"	NA	NA	NA	"MI0000469"	"hsa-mir-125a"	NA	NA	NA
"345"	NA	NA	NA	"MIMAT0000443"	"hsa-miR-125a-5p"	NA	NA	NA
"346"	"MIR125A"	"ENSG00000208008"	406910	NA	NA	"microRNA 125a"	"chr19"	"+"
"347"	NA	NA	NA	"MIMAT0000423_1"	"hsa-miR-125b-5p"	NA	NA	NA
"348"	NA	NA	NA	"MIMAT0000423"	"hsa-miR-125b-5p"	NA	NA	NA
"349"	NA	NA	NA	"MIMAT0004592"	"hsa-miR-125b-1-3p"	NA	NA	NA
"350"	NA	NA	NA	"MI0000446"	"hsa-mir-125b-1"	NA	NA	NA
"351"	NA	NA	NA	"MIMAT0004603"	"hsa-miR-125b-2-3p"	NA	NA	NA
"352"	NA	NA	NA	"MI0000470"	"hsa-mir-125b-2"	NA	NA	NA
"353"	"MIR125B1"	"ENSG00000207971"	406911	NA	NA	"microRNA 125b-1"	"chr11"	"-"
"354"	"MIR125B2"	"ENSG00000207863"	406912	NA	NA	"microRNA 125b-2"	"chr21"	"+"
"355"	"MIR126"	"ENSG00000199161"	406913	"MIMAT0000445"	"hsa-miR-126-3p"	"microRNA 126"	"chr9"	"+"
"356"	"MIR126"	"ENSG00000199161"	406913	"MI0000471"	"hsa-mir-126"	"microRNA 126"	"chr9"	"+"
"357"	"MIR126"	"ENSG00000199161"	406913	"MIMAT0000444"	"hsa-miR-126-5p"	"microRNA 126"	"chr9"	"+"
"358"	NA	NA	NA	"MI0006394"	"hsa-mir-1260a"	NA	NA	NA
"359"	NA	NA	NA	"MIMAT0005911"	"hsa-miR-1260a"	NA	NA	NA
"360"	"MIR1260A"	"ENSG00000221754"	100302236	NA	NA	"microRNA 1260a"	"chr14"	"+"
"361"	NA	NA	NA	"MIMAT0015041"	"hsa-miR-1260b"	NA	NA	NA
"362"	NA	NA	NA	"MI0014197"	"hsa-mir-1260b"	NA	NA	NA
"363"	"MIR1260B"	"ENSG00000266192"	100422991	NA	NA	"microRNA 1260b"	"chr11"	"+"
"364"	"MIR1261"	"ENSG00000221586"	100302228	"MI0006396"	"hsa-mir-1261"	"microRNA 1261"	"chr11"	"-"
"365"	"MIR1261"	"ENSG00000221586"	100302228	"MIMAT0005913"	"hsa-miR-1261"	"microRNA 1261"	"chr11"	"-"
"366"	"MIR1262"	"ENSG00000221203"	100302279	"MI0006397"	"hsa-mir-1262"	"microRNA 1262"	"chr1"	"-"
"367"	"MIR1262"	"ENSG00000221203"	100302279	"MIMAT0005914"	"hsa-miR-1262"	"microRNA 1262"	"chr1"	"-"
"370"	"MIR1263"	"ENSG00000221251"	100302148	"MI0006398"	"hsa-mir-1263"	"microRNA 1263"	"chr3"	"-"
"371"	"MIR1263"	"ENSG00000221251"	100302148	"MIMAT0005915"	"hsa-miR-1263"	"microRNA 1263"	"chr3"	"-"
"372"	"MIR1264"	"ENSG00000276158"	100302251	"MIMAT0005791"	"hsa-miR-1264"	"microRNA 1264"	"chrX"	"+"
"373"	"MIR1264"	"ENSG00000276158"	100302251	"MI0003758"	"hsa-mir-1264"	"microRNA 1264"	"chrX"	"+"
"374"	"MIR1265"	"ENSG00000221371"	100302116	"MIMAT0005918"	"hsa-miR-1265"	"microRNA 1265"	"chr10"	"+"
"375"	"MIR1265"	"ENSG00000221371"	100302116	"MI0006401"	"hsa-mir-1265"	"microRNA 1265"	"chr10"	"+"
"378"	"MIR1266"	"ENSG00000221052"	100302202	"MI0006403"	"hsa-mir-1266"	"microRNA 1266"	"chr15"	"-"
"379"	"MIR1266"	"ENSG00000221052"	100302202	"MIMAT0005920"	"hsa-miR-1266-5p"	"microRNA 1266"	"chr15"	"-"
"380"	"MIR1266"	"ENSG00000221052"	100302202	"MIMAT0026742"	"hsa-miR-1266-3p"	"microRNA 1266"	"chr15"	"-"
"381"	"MIR1267"	"ENSG00000221650"	100302286	"MI0006404"	"hsa-mir-1267"	"microRNA 1267"	"chr13"	"-"
"382"	"MIR1267"	"ENSG00000221650"	100302286	"MIMAT0005921"	"hsa-miR-1267"	"microRNA 1267"	"chr13"	"-"
"383"	NA	NA	NA	"MIMAT0005922"	"hsa-miR-1268a"	NA	NA	NA
"384"	NA	NA	NA	"MI0006405"	"hsa-mir-1268a"	NA	NA	NA
"385"	"MIR1268A"	"ENSG00000221641"	100302233	NA	NA	"microRNA 1268a"	"chr15"	"-"
"386"	NA	NA	NA	"MIMAT0018925"	"hsa-miR-1268b"	NA	NA	NA
"387"	NA	NA	NA	"MI0016748"	"hsa-mir-1268b"	NA	NA	NA
"388"	"MIR1268B"	"ENSG00000265561"	100616121	NA	NA	"microRNA 1268b"	"chr17"	"+"
"389"	NA	NA	NA	"MI0006406"	"hsa-mir-1269a"	NA	NA	NA
"390"	NA	NA	NA	"MIMAT0005923"	"hsa-miR-1269a"	NA	NA	NA
"391"	"MIR1269A"	"ENSG00000221563"	100302177	NA	NA	"microRNA 1269a"	"chr4"	"+"
"392"	NA	NA	NA	"MIMAT0019059"	"hsa-miR-1269b"	NA	NA	NA
"393"	NA	NA	NA	"MI0016888"	"hsa-mir-1269b"	NA	NA	NA
"394"	"MIR1269B"	"ENSG00000265503"	100616494	NA	NA	"microRNA 1269b"	"chr17"	"-"
"395"	"MIR127"	"ENSG00000207608"	406914	"MIMAT0004604"	"hsa-miR-127-5p"	"microRNA 127"	"chr14"	"+"
"396"	"MIR127"	"ENSG00000207608"	406914	"MIMAT0000446"	"hsa-miR-127-3p"	"microRNA 127"	"chr14"	"+"
"397"	"MIR127"	"ENSG00000207608"	406914	"MI0000472"	"hsa-mir-127"	"microRNA 127"	"chr14"	"+"
"398"	"MIR1270"	"ENSG00000238517"	100302179	"MIMAT0005924"	"hsa-miR-1270"	"microRNA 1270"	"chr19"	"-"
"399"	"MIR1270"	"ENSG00000238517"	100302179	"MI0006407"	"hsa-mir-1270"	"microRNA 1270"	"chr19"	"-"
"400"	"MIR1271"	"ENSG00000221464"	100302203	"MIMAT0005796"	"hsa-miR-1271-5p"	"microRNA 1271"	"chr5"	"+"
"401"	"MIR1271"	"ENSG00000221464"	100302203	"MIMAT0022712"	"hsa-miR-1271-3p"	"microRNA 1271"	"chr5"	"+"
"402"	"MIR1271"	"ENSG00000221464"	100302203	"MI0003814"	"hsa-mir-1271"	"microRNA 1271"	"chr5"	"+"
"403"	"MIR1272"	"ENSG00000221033"	100302184	"MI0006408"	"hsa-mir-1272"	"microRNA 1272"	"chr15"	"-"
"404"	"MIR1272"	"ENSG00000221033"	100302184	"MIMAT0005925"	"hsa-miR-1272"	"microRNA 1272"	"chr15"	"-"
"405"	NA	NA	NA	"MI0014171"	"hsa-mir-1273c"	NA	NA	NA
"406"	NA	NA	NA	"MIMAT0015017"	"hsa-miR-1273c"	NA	NA	NA
"407"	"MIR1273C"	"ENSG00000264814"	100422821	NA	NA	"microRNA 1273c"	"chr6"	"+"
"408"	NA	NA	NA	"MI0025512"	"hsa-mir-1273h"	NA	NA	NA
"409"	NA	NA	NA	"MIMAT0030415"	"hsa-miR-1273h-5p"	NA	NA	NA
"410"	NA	NA	NA	"MIMAT0030416"	"hsa-miR-1273h-3p"	NA	NA	NA
"411"	"MIR1273H"	"ENSG00000274466"	102466247	NA	NA	"microRNA 1273h"	"chr16"	"+"
"412"	"MIR1275"	"ENSG00000221697"	100302123	"MI0006415"	"hsa-mir-1275"	"microRNA 1275"	"chr6"	"-"
"413"	"MIR1275"	"ENSG00000221697"	100302123	"MIMAT0005929"	"hsa-miR-1275"	"microRNA 1275"	"chr6"	"-"
"414"	"MIR1276"	"ENSG00000221634"	100302121	"MI0006416"	"hsa-mir-1276"	"microRNA 1276"	"chr15"	"-"
"415"	"MIR1276"	"ENSG00000221634"	100302121	"MIMAT0005930"	"hsa-miR-1276"	"microRNA 1276"	"chr15"	"-"
"416"	"MIR1277"	"ENSG00000221463"	100302214	"MI0006419"	"hsa-mir-1277"	"microRNA 1277"	"chrX"	"+"
"417"	"MIR1277"	"ENSG00000221463"	100302214	"MIMAT0005933"	"hsa-miR-1277-3p"	"microRNA 1277"	"chrX"	"+"
"418"	"MIR1277"	"ENSG00000221463"	100302214	"MIMAT0022724"	"hsa-miR-1277-5p"	"microRNA 1277"	"chrX"	"+"
"419"	"MIR1278"	"ENSG00000221680"	100302163	"MIMAT0005936"	"hsa-miR-1278"	"microRNA 1278"	"chr1"	"+"
"420"	"MIR1278"	"ENSG00000221680"	100302163	"MI0006425"	"hsa-mir-1278"	"microRNA 1278"	"chr1"	"+"
"423"	"MIR1279"	"ENSG00000283476"	100302182	"MI0006426"	"hsa-mir-1279"	"microRNA 1279"	"chr12"	"-"
"424"	"MIR1279"	"ENSG00000283476"	100302182	"MIMAT0005937"	"hsa-miR-1279"	"microRNA 1279"	"chr12"	"-"
"425"	NA	NA	NA	"MIMAT0000424"	"hsa-miR-128-3p"	NA	NA	NA
"426"	NA	NA	NA	"MIMAT0000424_1"	"hsa-miR-128-3p"	NA	NA	NA
"427"	"MIR128-1"	"ENSG00000207654"	406915	"MIMAT0026477"	"hsa-miR-128-1-5p"	"microRNA 128-1"	"chr2"	"+"
"428"	"MIR128-1"	"ENSG00000207654"	406915	"MI0000447"	"hsa-mir-128-1"	"microRNA 128-1"	"chr2"	"+"
"429"	"MIR128-2"	"ENSG00000207625"	406916	"MIMAT0031095"	"hsa-miR-128-2-5p"	"microRNA 128-2"	"chr3"	"+"
"430"	"MIR128-2"	"ENSG00000207625"	406916	"MI0000727"	"hsa-mir-128-2"	"microRNA 128-2"	"chr3"	"+"
"431"	"MIR1281"	"ENSG00000284015"	100302237	"MIMAT0005939"	"hsa-miR-1281"	"microRNA 1281"	"chr22"	"+"
"432"	"MIR1281"	"ENSG00000284015"	100302237	"MI0006428"	"hsa-mir-1281"	"microRNA 1281"	"chr22"	"+"
"433"	"MIR1282"	"ENSG00000221792"	100302254	"MIMAT0005940"	"hsa-miR-1282"	"microRNA 1282"	"chr15"	"-"
"434"	"MIR1282"	"ENSG00000221792"	100302254	"MI0006429"	"hsa-mir-1282"	"microRNA 1282"	"chr15"	"-"
"435"	NA	NA	NA	"MIMAT0005799"	"hsa-miR-1283"	NA	NA	NA
"436"	NA	NA	NA	"MIMAT0005799_1"	"hsa-miR-1283"	NA	NA	NA
"437"	"MIR1283-1"	"ENSG00000221421"	100302265	"MI0003832"	"hsa-mir-1283-1"	"microRNA 1283-1"	"chr19"	"+"
"438"	"MIR1283-2"	"ENSG00000221548"	100302205	"MI0006430"	"hsa-mir-1283-2"	"microRNA 1283-2"	"chr19"	"+"
"439"	"MIR1284"	"ENSG00000221264"	100302112	"MI0006431"	"hsa-mir-1284"	"microRNA 1284"	"chr3"	"-"
"440"	"MIR1284"	"ENSG00000221264"	100302112	"MIMAT0005941"	"hsa-miR-1284"	"microRNA 1284"	"chr3"	"-"
"441"	NA	NA	NA	"MIMAT0022719"	"hsa-miR-1285-5p"	NA	NA	NA
"442"	NA	NA	NA	"MIMAT0005876"	"hsa-miR-1285-3p"	NA	NA	NA
"443"	NA	NA	NA	"MIMAT0005876_1"	"hsa-miR-1285-3p"	NA	NA	NA
"444"	"MIR1285-1"	"ENSG00000221520"	100302218	"MI0006346"	"hsa-mir-1285-1"	"microRNA 1285-1"	"chr7"	"-"
"445"	"MIR1285-2"	"ENSG00000221238"	100302268	"MI0006347"	"hsa-mir-1285-2"	"microRNA 1285-2"	"chr2"	"-"
"446"	"MIR1286"	"ENSG00000221039"	100302118	"MI0006348"	"hsa-mir-1286"	"microRNA 1286"	"chr22"	"-"
"447"	"MIR1286"	"ENSG00000221039"	100302118	"MIMAT0005877"	"hsa-miR-1286"	"microRNA 1286"	"chr22"	"-"
"448"	"MIR1287"	"ENSG00000284415"	100302133	"MIMAT0026738"	"hsa-miR-1287-3p"	"microRNA 1287"	"chr10"	"-"
"449"	"MIR1287"	"ENSG00000284415"	100302133	"MIMAT0005878"	"hsa-miR-1287-5p"	"microRNA 1287"	"chr10"	"-"
"450"	"MIR1287"	"ENSG00000284415"	100302133	"MI0006349"	"hsa-mir-1287"	"microRNA 1287"	"chr10"	"-"
"457"	"MIR1288"	"ENSG00000221355"	100302124	"MIMAT0026743"	"hsa-miR-1288-5p"	"microRNA 1288"	"chr17"	"+"
"458"	"MIR1288"	"ENSG00000221355"	100302124	"MI0006432"	"hsa-mir-1288"	"microRNA 1288"	"chr17"	"+"
"459"	"MIR1288"	"ENSG00000221355"	100302124	"MIMAT0005942"	"hsa-miR-1288-3p"	"microRNA 1288"	"chr17"	"+"
"460"	NA	NA	NA	"MIMAT0005879"	"hsa-miR-1289"	NA	NA	NA
"461"	NA	NA	NA	"MIMAT0005879_1"	"hsa-miR-1289"	NA	NA	NA
"462"	"MIR1289-1"	"ENSG00000221763"	100302125	"MI0006350"	"hsa-mir-1289-1"	"microRNA 1289-1"	"chr20"	"-"
"463"	"MIR1289-2"	"ENSG00000221287"	100302134	"MI0006351"	"hsa-mir-1289-2"	"microRNA 1289-2"	"chr5"	"-"
"464"	NA	NA	NA	"MIMAT0000242"	"hsa-miR-129-5p"	NA	NA	NA
"465"	NA	NA	NA	"MIMAT0000242_1"	"hsa-miR-129-5p"	NA	NA	NA
"466"	"MIR129-1"	"ENSG00000207705"	406917	"MIMAT0004548"	"hsa-miR-129-1-3p"	"microRNA 129-1"	"chr7"	"+"
"467"	"MIR129-1"	"ENSG00000207705"	406917	"MI0000252"	"hsa-mir-129-1"	"microRNA 129-1"	"chr7"	"+"
"468"	"MIR129-2"	"ENSG00000199077"	406918	"MIMAT0004605"	"hsa-miR-129-2-3p"	"microRNA 129-2"	"chr11"	"+"
"469"	"MIR129-2"	"ENSG00000199077"	406918	"MI0000473"	"hsa-mir-129-2"	"microRNA 129-2"	"chr11"	"+"
"470"	"MIR1290"	"ENSG00000221662"	100302276	"MI0006352"	"hsa-mir-1290"	"microRNA 1290"	"chr1"	"-"
"471"	"MIR1290"	"ENSG00000221662"	100302276	"MIMAT0005880"	"hsa-miR-1290"	"microRNA 1290"	"chr1"	"-"
"474"	"MIR1291"	"ENSG00000281842"	100302221	"MIMAT0005881"	"hsa-miR-1291"	"microRNA 1291"	"chr12"	"-"
"475"	"MIR1291"	"ENSG00000281842"	100302221	"MI0006353"	"hsa-mir-1291"	"microRNA 1291"	"chr12"	"-"
"476"	"MIR1292"	"ENSG00000284481"	100302138	"MIMAT0022948"	"hsa-miR-1292-3p"	"microRNA 1292"	"chr20"	"+"
"477"	"MIR1292"	"ENSG00000284481"	100302138	"MI0006433"	"hsa-mir-1292"	"microRNA 1292"	"chr20"	"+"
"478"	"MIR1292"	"ENSG00000284481"	100302138	"MIMAT0005943"	"hsa-miR-1292-5p"	"microRNA 1292"	"chr20"	"+"
"479"	"MIR1293"	"ENSG00000221604"	100302220	"MIMAT0005883"	"hsa-miR-1293"	"microRNA 1293"	"chr12"	"-"
"480"	"MIR1293"	"ENSG00000221604"	100302220	"MI0006355"	"hsa-mir-1293"	"microRNA 1293"	"chr12"	"-"
"481"	"MIR1294"	"ENSG00000221430"	100302181	"MI0006356"	"hsa-mir-1294"	"microRNA 1294"	"chr5"	"+"
"482"	"MIR1294"	"ENSG00000221430"	100302181	"MIMAT0005884"	"hsa-miR-1294"	"microRNA 1294"	"chr5"	"+"
"483"	NA	NA	NA	"MI0006357"	"hsa-mir-1295a"	NA	NA	NA
